review,rating,date,bank,app_name,source,package_name,user_name,thumbs_up
The app is stable and reliable. Never had any technical issues.,4,2024-01-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9204,10
The app is stable and reliable. Never had any technical issues.,5,2024-04-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4626,14
Security concerns - app doesn't feel safe for financial transactions.,2,2025-04-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6856,18
Great user experience! The design is modern and intuitive.,4,2023-08-21,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5126,1
App works as expected. Would like to see more payment options added. Update: Still having the same experience.,3,2023-11-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6671,4
Great user experience! The design is modern and intuitive.,5,2025-03-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4102,14
Mixed experience - some features are good while others need work.,3,2024-09-06,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8521,0
Security concerns - app doesn't feel safe for financial transactions. Hope they continue to improve.,1,2024-02-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5292,17
Best banking app I've used. Transaction history is very clear and detailed. Been using this app for months now.,4,2025-05-19,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7385,5
Cannot transfer money - app shows error messages constantly.,1,2025-02-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9615,13
Love the new features. Makes banking so much easier than going to the branch. Been using this app for months now.,5,2024-04-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2222,1
Login issues persist for weeks. Cannot access my account properly.,2,2025-03-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9437,8
The app is stable and reliable. Never had any technical issues. Been using this app for months now.,4,2024-06-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9209,1
Very convenient for paying bills and checking account balance anytime.,2,2024-04-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3035,7
The app is okay for simple transactions but lacks advanced features.,3,2025-02-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5015,4
"Worst banking app experience! Constantly freezes and crashes. Comparing to other banks, this is my experience.",2,2024-12-18,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2781,20
Smooth and efficient. Customer support is very responsive.,4,2023-06-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4062,11
Perfect for daily banking needs. All features work as expected.,4,2023-11-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4078,18
Love the new features. Makes banking so much easier than going to the branch.,4,2023-12-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1505,6
Great user experience! The design is modern and intuitive.,2,2024-06-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2500,2
Great user experience! The design is modern and intuitive.,4,2024-06-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5674,5
The app is stable and reliable. Never had any technical issues.,5,2024-05-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6971,19
Perfect for daily banking needs. All features work as expected.,4,2024-04-07,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6981,5
The app is stable and reliable. Never had any technical issues.,5,2023-11-12,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5863,9
Cannot transfer money - app shows error messages constantly.,2,2024-12-25,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2589,6
Login issues persist for weeks. Cannot access my account properly. Still my opinion.,1,2024-12-10,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5474,5
Perfect for daily banking needs. All features work as expected. Overall satisfied with the service.,4,2025-03-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7549,11
Quick and secure payments. The app works perfectly on my phone.,4,2024-12-26,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3567,11
Functional but not exceptional. Meets basic banking needs adequately.,3,2024-05-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1389,6
Mixed experience - some features are good while others need work.,3,2024-02-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5621,18
App works fine but could use some improvements in the user interface.,3,2024-02-05,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1935,12
App works fine but could use some improvements in the user interface.,3,2023-08-30,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4570,0
Poor customer service. No response to my complaints about app errors.,2,2024-01-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6274,18
Mixed experience - some features are good while others need work.,3,2025-03-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8601,4
Security concerns - app doesn't feel safe for financial transactions.,2,2023-06-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1975,15
Security concerns - app doesn't feel safe for financial transactions.,2,2025-02-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2567,12
Love the new features. Makes banking so much easier than going to the branch.,5,2023-11-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5238,20
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2025-01-14,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5896,7
Quick and secure payments. The app works perfectly on my phone.,4,2024-04-02,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3010,10
Great user experience! The design is modern and intuitive.,4,2024-09-27,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6620,18
Cannot transfer money - app shows error messages constantly.,1,2025-05-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User5989,15
Excellent mobile banking app! Very user-friendly interface and fast transactions.,4,2024-07-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4460,10
Great user experience! The design is modern and intuitive.,2,2025-02-11,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8691,11
App works fine but could use some improvements in the user interface.,3,2025-05-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2477,15
Update: Decent banking app with basic features. Nothing special but gets the job done.,3,2025-01-09,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User7465,10
Decent banking app with basic features. Nothing special but gets the job done.,3,2024-03-13,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User6317,18
Perfect for daily banking needs. All features work as expected. Update: Still having the same experience.,5,2024-07-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8267,6
Amazing app! Makes mobile banking incredibly easy and secure.,4,2023-06-29,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1999,3
"Very convenient for paying bills and checking account balance anytime. Comparing to other banks, this is my experience.",4,2025-05-16,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4170,12
Best banking app I've used. Transaction history is very clear and detailed.,4,2023-12-03,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1164,13
Love the new features. Makes banking so much easier than going to the branch.,4,2023-10-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User4031,13
Very convenient for paying bills and checking account balance anytime. Still my opinion.,4,2024-05-23,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9620,0
Mixed experience - some features are good while others need work. Overall satisfied with the service.,3,2025-01-08,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2651,5
Best banking app I've used. Transaction history is very clear and detailed.,5,2025-05-22,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User3536,15
Standard banking app with room for improvement in user experience.,3,2025-04-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User1024,20
Worst banking app experience! Constantly freezes and crashes.,2,2024-12-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User9024,19
Average mobile banking experience. Some features work better than others. Overall satisfied with the service.,3,2024-01-01,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User8875,12
Perfect for daily banking needs. All features work as expected.,5,2023-11-28,Bank of Abyssinia,Bank of Abyssinia Mobile Banking,Google Play,com.abyssinia.mobile,User2645,18
Smooth and efficient. Customer support is very responsive.,5,2025-01-18,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2927,15
Poor customer service. No response to my complaints about app errors.,2,2025-01-21,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6465,15
Very convenient for paying bills and checking account balance anytime.,4,2025-02-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9321,13
Regular banking app - works fine for checking balance and simple transfers. Been using this app for months now.,3,2023-07-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8952,1
The app is stable and reliable. Never had any technical issues.,4,2024-10-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6114,4
Decent banking app with basic features. Nothing special but gets the job done. Update: Still having the same experience.,3,2024-05-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4927,13
Amazing app! Makes mobile banking incredibly easy and secure.,4,2024-12-01,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1069,11
Amazing app! Makes mobile banking incredibly easy and secure.,2,2025-03-05,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3306,14
Functional but not exceptional. Meets basic banking needs adequately.,3,2025-01-14,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8802,7
Poor customer service. No response to my complaints about app errors. Update: Still having the same experience.,2,2023-10-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User1432,11
Quick and secure payments. The app works perfectly on my phone.,2,2025-05-12,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6042,18
Perfect for daily banking needs. All features work as expected.,4,2025-02-17,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2371,9
Fast money transfer feature is amazing. No more long queues at the bank!,5,2023-09-19,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User7112,1
"Acceptable app performance though it could be faster and more responsive. Comparing to other banks, this is my experience.",3,2025-04-10,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User5037,3
Functional but not exceptional. Meets basic banking needs adequately. Update: Still having the same experience.,3,2024-01-22,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2002,13
Security concerns - app doesn't feel safe for financial transactions.,2,2024-08-04,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User4076,13
App keeps crashing when I try to make payments. Very frustrating! Hope they continue to improve.,2,2024-08-03,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User8752,7
Functional but not exceptional. Meets basic banking needs adequately. Overall satisfied with the service.,3,2024-07-06,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6136,14
The app is stable and reliable. Never had any technical issues.,4,2025-04-11,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User9912,11
Login issues persist for weeks. Cannot access my account properly.,1,2024-03-15,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User6386,0
Great user experience! The design is modern and intuitive.,5,2023-11-02,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User3889,17
Very convenient for paying bills and checking account balance anytime.,4,2025-05-23,Dashen Bank,Dashen Bank Mobile Banking,Google Play,com.dashen.mobile,User2898,18
